Recipe Name,Cook Time,Yield,Calories,Main Ingredient,URL
Chicken and Broccoli Stromboli,30.0,8.0,1634.6992843562502,Broccoli,https://www.menshealth.com/recipes/chicken-and-broccoli-stromboli
Broccoli Soup,52.0,4.0,489.4,Broccoli,https://food52.com/recipes/8759-broccoli-soup
Broccoli Gratin,30.0,4.0,925.4752262650603,Broccoli,http://www.goodhousekeeping.com/food-recipes/a3520/broccoli-gratin/
Roasted Broccoli,7.0,4.0,333.87948230755137,Broccoli,https://www.realsimple.com/food-recipes/browse-all-recipes/roasted-broccoli
Broccoli Soup,20.0,4.0,799.1587099999999,Broccoli,https://www.foodnetwork.com/recipes/paula-deen/broccoli-soup-recipe-1946430
Broccoli Soup,50.0,4.0,514.0121087,Broccoli,https://elanaspantry.com/broccoli-soup/
Broccoli with Lemon Crumbs,20.0,10.0,842.6337091566511,Broccoli,http://www.myrecipes.com/recipe/broccoli-with-lemon-crumbs
Broccoli With Olives,35.0,10.0,2766.679500002613,Broccoli,http://www.marthastewart.com/314124/broccoli-with-olives
Broccoli Slaw,70.0,12.0,1857.0073375934787,Broccoli,http://www.delish.com/cooking/recipe-ideas/recipes/a32049/broccoli-slaw-recipe-clv0611/
Broccoli Soup,112.0,2.0,494.7015,Broccoli,https://food52.com/recipes/1252-broccoli-soup
Orange Broccoli,15.0,4.0,336.3893750000317,Broccoli,https://www.realsimple.com/food-recipes/browse-all-recipes/orange-broccoli
Sauteed Broccoli Rabe,13.0,4.0,363.66999999957176,Broccoli,https://www.foodnetwork.com/recipes/robin-miller/sauteed-broccoli-rabe-recipe-1946324
Garlic-Roasted Broccoli,30.0,4.0,179.54471999999998,Broccoli,http://www.myrecipes.com/recipe/garlic-roasted-broccoli-50400000131078/
Sesame Broccoli,30.0,4.0,393.5925302676521,Broccoli,http://www.marthastewart.com/328100/sesame-broccoli
Broccoli Vichyssoise,65.0,6.0,655.6049036995951,Broccoli,https://food52.com/recipes/18326-broccoli-vichyssoise
Broccoli Gratin,45.0,6.0,2039.5147175000002,Broccoli,http://www.delish.com/cooking/recipe-ideas/recipes/a13932/broccoli-gratin-recipe-mslo1210/
Broccoli Spaghetti,30.0,4.0,2664.5518495442147,Broccoli,https://www.realsimple.com/food-recipes/browse-all-recipes/broccoli-spaghetti
Famous Broccoli Casserole,40.0,32.0,3808.8151505723627,Broccoli,http://www.myrecipes.com/recipe/famous-broccoli-casserole
Broccoli Rice,22.0,4.0,1037.1765,Broccoli,https://www.foodnetwork.com/recipes/rachael-ray/broccoli-rice-recipe-1942886
Broccoli Rabe,110.0,4.0,468.2521875000158,Broccoli,http://www.marthastewart.com/339233/broccoli-rabe
Broccoli Mushroom Frittatas,25.0,5.0,1048.720249999852,Broccoli,http://www.delish.com/cooking/recipe-ideas/recipes/a34958/broccoli-mushroom-frittatas-recipe-rbk0912/
Broccoli Bake,40.0,4.0,401.9777584981522,Broccoli,http://www.myrecipes.com/recipe/broccoli-bake
Spicy Broccoli,15.0,4.0,474.61750000012665,Broccoli,https://www.foodnetwork.com/recipes/rachael-ray/spicy-broccoli-recipe-1940588
Cauliflower-Broccoli Mash,35.0,8.0,892.9725343750017,Broccoli,http://www.marthastewart.com/938823/cauliflower-broccoli-mash
Simple Salt & Pepper Jerky,25.0,4.0,1161.5975776,Lean beef,http://www.foodrepublic.com/2016/02/03/how-to-make-homemade-beef-jerky/
Sloppy Joe pizza breads,30.0,4.0,2779.7174999999997,Lean beef,http://www.bbcgoodfood.com/recipes/2320643/sloppy-joe-pizza-breads
Spicy beef burger,60.0,4.0,1797.9520000005923,Lean beef,http://www.bbc.co.uk/food/recipes/spicybeefburger_71357
Sichuan-Style Boiled Beef with Chili,45.0,4.0,1262.8629104970096,Lean beef,http://www.seriouseats.com/recipes/2012/06/sichuan-boiled-beef-recipe.html
Beef and Broccoli,55.0,4.0,3099.7343099000004,Lean beef,http://www.loveandoliveoil.com/2007/06/beef-and-broccoli.html
Kofta Meatballs,30.0,4.0,606.7730084379523,Lean beef,http://www.cookstr.com/recipes/kofta-meatballs
Summer Squash Sloppy Joes,35.0,6.0,1898.2538659657812,Lean beef,http://www.epicurious.com/recipes/food/views/Summer-Squash-Sloppy-Joes-239165
Beef Carnitas,10.0,4.0,661.0535387999397,Lean beef,https://www.menshealth.com/recipes/beef-carnitas
Meat sweet potato carrot stew,129.0,4.0,1613.949081,Lean beef,https://food52.com/recipes/1644-meat-sweet-potato-carrot-stew
Noodles with Greens and Gravy,40.0,1.0,1445.3762489559101,Lean beef,http://www.marthastewart.com/255340/noodles-with-greens-and-gravy
Stir-fried beef with oyster sauce,20.0,4.0,1560.4612777783227,Lean beef,http://www.bbcgoodfood.com/recipes/stir-fried-beef-oyster-sauce
Brazilian Hot Dog,35.0,8.0,10637.102186596703,Lean beef,http://honestcooking.com/brazilian-hot-dog-recipe/
Grilled Philly Cheesesteaks,45.0,4.0,3649.4980327648364,Lean beef,http://www.foodandwine.com/recipes/grilled-philly-cheesesteaks
Beef and Bacon Burgers,30.0,4.0,2104.8625191960737,Lean beef,http://www.myrecipes.com/recipe/beef-bacon-burgers
Homemade Beef Jerky,1940.0,12.0,3032.1686939994624,Lean beef,https://www.foodnetwork.com/recipes/homemade-beef-jerky-3644703
Beef and Barley Soup,157.0,4.0,1569.1169753461002,Lean beef,http://www.delish.com/cooking/recipe-ideas/recipes/a36860/beef-barley-soup-recipe-wdy1014/
Beef and Barley Soup,157.0,4.0,1569.1169753461002,Lean beef,http://www.goodhousekeeping.com/food-recipes/a15889/beef-barley-soup-recipe-wdy1014/
Bowl O’Red,240.0,6.0,2044.1856164000003,Lean beef,http://www.cookstr.com/recipes/bowl-orsquored
Japanese style hamburger steak (Hambaagu),45.0,4.0,1580.3423952,Lean beef,http://justhungry.com/hambaagu-or-hambaagaa-japanese-hamburgers
Mince and dumplings,60.0,6.0,3498.489190187924,Lean beef,http://www.bbc.co.uk/food/recipes/mince_and_dumplings_47431
Beef burger with sweet potato chili chips,45.0,4.0,1692.9345451387244,Lean beef,http://www.bbcgoodfood.com/recipes/1841650/beef-burger-with-sweet-potato-chilli-chips
The Perfect Burger and Bun,200.0,4.0,3594.476913188909,Lean beef,http://honestcooking.com/the-perfect-burger-and-bun/
"Beef, Shiitake and Barley Soup",60.0,6.0,1477.3658651,Lean beef,http://www.delish.com/cooking/recipe-ideas/recipes/a34095/beef-shiitake-barley-soup-recipe-122741/
Slow Cooker Spring Beef and Vegetable Stew,495.0,4.0,2124.8443629411117,Lean beef,http://www.goodhousekeeping.com/food-recipes/a13784/spring-beef-and-vegetable-stew-recipe/
Chunky Beef Chili,75.0,4.0,1780.3291782522924,Lean beef,http://www.self.com/food/recipes/2013/04/chunky-beef-chili/
Tartar Steak,60.0,8.0,2213.752785197084,Lean beef,http://www.cookstr.com/recipes/tartar-steak
Spicy Orange Beef,85.0,6.0,1912.1018081982404,Lean beef,http://www.myrecipes.com/recipe/spicy-orange-beef
chili con carne,150.0,6.0,3554.302041322957,Lean beef,http://www.bbc.co.uk/food/recipes/chilliconcarne_67875
Speedy meatball stew,20.0,4.0,1522.3902509672562,Lean beef,http://www.bbcgoodfood.com/recipes/9039/speedy-meatball-stew
Beef and Mushrooms with Sour Cream,35.0,10.0,2621.4289704393377,Lean beef,https://www.menshealth.com/recipes/beef-and-mushrooms-with-sour-cream
Boeuf Bourguignon,189.0,10.0,3327.308757068316,Lean beef,https://www.foodnetwork.com/recipes/boeuf-bourguignon-recipe1-1940389
Slow Cooker Spring Beef and Vegetable Stew,495.0,4.0,2124.8443629411117,Lean beef,http://www.delish.com/cooking/recipe-ideas/recipes/a34878/spring-beef-and-vegetable-stew-recipe/
Slow Cooker French Onion Beef Stew,490.0,4.0,2096.17071752923,Lean beef,http://www.goodhousekeeping.com/food-recipes/a12032/slow-cooker-french-onion-beef-stew-recipe-125150/
Pressure Cooker Beef Stroganoff,40.0,6.0,2880.8510850241837,Lean beef,https://www.foodnetwork.com/recipes/food-network-kitchen/pressure-cooker-beef-stroganoff-recipe-2040823
Beef-and-Mushroom Stew,55.0,4.0,1267.0067943899119,Lean beef,http://www.myrecipes.com/recipe/beef-and-mushroom-stew
Splendidly spicy beef burger,60.0,12.0,3202.2715000000976,Lean beef,http://www.bbc.co.uk/food/recipes/splendidly_spicy_beef_28887
Slow Cooker French Onion Beef Stew,490.0,4.0,2096.17071752923,Lean beef,http://www.delish.com/cooking/recipe-ideas/recipes/a34591/slow-cooker-french-onion-beef-stew-recipe-125150/
"Hash, Cuban-Style",30.0,6.0,1639.8197648692883,Lean beef,http://www.cookstr.com/recipes/hash-cuban-style
"Beef, Shiitake and Barley Soup",60.0,6.0,1477.3658651,Lean beef,http://www.goodhousekeeping.com/food-recipes/a13517/beef-shiitake-barley-soup-recipe-122741/
Classic spaghetti Bolognese,70.0,4.0,3794.8394419777346,Lean beef,http://www.bbcgoodfood.com/recipes/classic-spaghetti-bolognese
Vietnamese Noodle Soup,40.0,4.0,1802.7671340576253,Lean beef,https://www.foodnetwork.com/recipes/food-network-kitchen/vietnamese-noodle-soup-recipe-1972821
Classic Beef Stew,85.0,6.0,1660.9799388235576,Lean beef,http://www.myrecipes.com/recipe/classic-beef-stew-2
Boiled Beef Slices in a Fiery Sauce,60.0,2.0,1848.2653179972067,Lean beef,http://www.cookstr.com/recipes/boiled-beef-slices-in-a-fiery-sauce
Meatballs with herb salad,60.0,4.0,2478.3818749970073,Lean beef,http://www.bbc.co.uk/food/recipes/meatballs_with_herb_94389
Hungarian Beef Stew,600.0,6.0,3278.87572295,Lean beef,http://www.delish.com/cooking/recipe-ideas/recipes/a33704/hungarian-beef-stew-122250/
Steak & onion fajitas with sweetcorn salsa,35.0,2.0,1537.638,Lean beef,http://www.bbcgoodfood.com/recipes/1959668/steak-and-onion-fajitas-with-sweetcorn-salsa
Pastel de Choclo (Beef and Corn Shepherd's Pie),45.0,4.0,2465.4626654013064,Lean beef,http://www.myrecipes.com/recipe/pastel-de-choclo-beef-corn-shepherds-pie
Stuffed Meatballs: Polpettone Ripieni,95.0,6.0,3008.8795720182998,Lean beef,https://www.foodnetwork.com/recipes/mario-batali/stuffed-meatballs-polpettone-ripieni-recipe-1940143
Spiced Beef and Apricot Stew,435.0,4.0,2215.520573195568,Lean beef,http://www.goodhousekeeping.com/food-recipes/a14445/spiced-beef-apricot-stew-recipe-wdy1213/
Guinness Beef Stew,510.0,6.0,2622.9134856142864,Lean beef,http://www.delish.com/cooking/recipe-ideas/recipes/a35392/guinness-beef-stew-recipe-wdy0313/
Tuna Confit,37.0,6.0,1063.8593666000002,Tuna,https://food52.com/recipes/14171-tuna-confit
Teriyaki tuna skewers,25.0,6.0,612.8179027784843,Tuna,http://www.bbcgoodfood.com/recipes/4952/teriyaki-tuna-skewers
Lemon Tuna Avocado Snack,30.0,1.0,770.4879941342908,Tuna,http://www.marthastewart.com/314578/lemon-tuna-avocado-snack
Tuna Salad,10.0,6.0,1246.7441951874998,Tuna,https://www.realsimple.com/food-recipes/browse-all-recipes/tuna-salad
Albacore Tuna Salad,15.0,4.0,2787.9334413255333,Tuna,https://www.tastingtable.com/entry_detail/chefs_recipes/9089/Rethinking_tuna_salad.htm
Roasted Red Pepper Filled With Tuna,185.0,2.0,322.72200091006556,Tuna,http://www.nytimes.com/2010/03/18/health/nutrition/18recipehealth.html
Tuna Patties,20.0,4.0,681.5982542116782,Tuna,http://www.simplyrecipes.com/recipes/tuna_patties/
Sweet Ginger-Seared Tuna,90.0,2.0,300.46522776666666,Tuna,http://www.frenchrevolutionfood.com/2011/07/the-secret-ingredient-ginger-jam-part-iii-sweet-ginger-seared-tuna/
Traditional Tuna Salad,126.0,4.0,525.0758286462955,Tuna,http://www.pbs.org/food/recipes/traditional-tuna-salad/
Pasta Puttanesca and Tuna,25.0,6.0,2354.6076927000004,Tuna,http://www.delish.com/cooking/recipe-ideas/recipes/a18417/pasta-puttanesca-tuna-122173/
Tuna Carpaccio,60.0,4.0,2348.847056220878,Tuna,http://www.cookstr.com/recipes/tuna-carpaccio
Pesto Tuna Sandwich,5.0,4.0,407.46548033348165,Tuna,http://www.myrecipes.com/recipe/pesto-tuna-sandwich
Jim’s Perfect Grilled Tuna,30.0,4.0,810.4759999999999,Tuna,http://www.thenaptimechef.com/2011/07/jims-perfect-grilled-tuna-powernap/
Tuna Quesadilla,15.0,12.0,1232.87,Tuna,https://www.foodnetwork.com/recipes/robert-irvine/tuna-quesadilla-recipe-1947473
Tuna with Wasabi,41.0,4.0,940.0065666159238,Tuna,https://www.menshealth.com/recipes/tuna-with-wasabi
Tuna Poke,20.0,2.0,459.89984165000004,Tuna,http://goop.com/recipes/tuna-poke/
Tuna Puff,86.0,4.0,724.5785393250001,Tuna,https://food52.com/recipes/4182-tuna-puff
Tuna Niçoise,30.0,4.0,1364.8693454849308,Tuna,http://www.goodhousekeeping.com/food-recipes/a12971/tuna-nicoise-recipe-122129/
Tuna Tomato Pasta with Olives,30.0,4.0,2316.4332820012037,Tuna,http://www.simplyrecipes.com/recipes/tuna_tomato_pasta_with_olives/
Butter bean & tuna salad,18.0,2.0,908.09541666678,Tuna,http://thestonesoup.com/blog/2010/01/how-to-cultivate-the-packed-lunch-habit-save/
Tiny Tuna Melts,10.0,2.0,487.14849592998684,Tuna,http://www.marthastewart.com/326831/tiny-tuna-melts
Tuna pasta bake,50.0,6.0,4794.940935420674,Tuna,http://www.bbcgoodfood.com/recipes/9649/tuna-pasta-bake
Pepper Tuna,15.0,4.0,2031.4817698323475,Tuna,http://www.cookstr.com/recipes/pepper-tuna
Grilled Tuna Steaks,16.0,4.0,2209.4556917479204,Tuna,https://www.foodnetwork.com/recipes/ina-garten/grilled-tuna-steaks-recipe-1923243
Moroccan Spiced Seared Rare Tuna,388.0,4.0,763.2656833,Tuna,http://www.frenchrevolutionfood.com/2011/10/moroccan-spiced-seared-rare-tuna/
Spiced Crusted Yellowfin Tuna,200.0,4.0,693.0011303461,Tuna,http://www.pbs.org/food/recipes/spiced-crusted-yellowfin-tuna/
Tuna Nigiri,30.0,8.0,668.9615499834831,Tuna,http://www.myrecipes.com/recipe/tuna-nigiri
Tuna Provençal,15.0,4.0,2354.9193919843756,Tuna,https://www.realsimple.com/food-recipes/browse-all-recipes/tuna-provenal
Tuna-Caponata Melt,16.0,6.0,3342.0512464000003,Tuna,http://www.delish.com/cooking/recipe-ideas/recipes/a32075/tuna-caponata-melt-recipe-120538/
Tuna Salad,15.0,4.0,566.3327643745005,Tuna,http://www.goodhousekeeping.com/food-recipes/a9490/healthy-tuna-salad-recipe/
Tuna Skewers,44.0,4.0,960.761683299919,Tuna,https://www.menshealth.com/recipes/tuna-skewers
Tuna Poke,62.0,4.0,512.8071749833985,Tuna,https://food52.com/recipes/390-tuna-poke
Tuna & sweetcorn slice,35.0,4.0,2486.4599999986294,Tuna,http://www.bbcgoodfood.com/recipes/1897699/tuna-and-sweetcorn-slice
Wasabi Tuna Burgers,15.0,4.0,884.0563064953327,Tuna,http://www.cookstr.com/recipes/wasabi-tuna-burgers
Tuna Nicoise Salad,30.0,2.0,838.453529005675,Tuna,http://www.marthastewart.com/334036/tuna-nicoise-salad
Herbed Tuna in Tomatoes,20.0,6.0,783.8343679750001,Tuna,https://www.realsimple.com/food-recipes/browse-all-recipes/herbed-tuna-tomatoes
Tuna Tartare,80.0,24.0,457.8397986932725,Tuna,https://www.foodnetwork.com/recipes/robert-irvine/tuna-tartare-recipe-2014969
Spicy Tuna Puttanesca,15.0,6.0,2439.0916927013063,Tuna,http://www.delish.com/cooking/recipe-ideas/recipes/a35388/spicy-tuna-puttanesca-recipe-ghk0313/
Tuna-Salad Pita,5.0,1.0,227.105,Tuna,http://www.myrecipes.com/recipe/tuna-salad-pita
Spicy Tuna Puttanesca,15.0,6.0,2439.0916927013063,Tuna,http://www.goodhousekeeping.com/food-recipes/a14792/spicy-tuna-puttanesca-recipe-ghk0313/
Quick Tuna Salad,7.0,2.0,312.4180312493273,Tuna,https://www.menshealth.com/recipes/quick-tuna-salad
Tuna For Two,49.0,2.0,483.6808634831562,Tuna,https://food52.com/recipes/15807-tuna-for-two
Fresh tuna tortillas,60.0,4.0,1326.554003125987,Tuna,http://www.bbcgoodfood.com/recipes/4727/fresh-tuna-tortillas
Tuna Dressing,10.0,2.0,899.4366035879069,Tuna,https://www.foodnetwork.com/recipes/alton-brown/tuna-dressing-recipe-1940064
Tuna Tartar,15.0,4.0,2249.7744460255794,Tuna,http://www.cookstr.com/recipes/tuna-tartar-silvano-marchetto
Sesame Tuna,10.0,4.0,990.0175249500002,Tuna,http://www.myrecipes.com/recipe/sesame-tuna-0
Tuna-Stuffed Tomatoes,15.0,4.0,709.1399379999999,Tuna,http://www.goodhousekeeping.com/food-recipes/a13967/tuna-stuffed-tomatoes-recipe-122974/
Tuna Ceviche,67.0,2.0,424.24634165087195,Tuna,https://food52.com/recipes/7218-tuna-ceviche
Tuna melt pizza baguettes,30.0,4.0,2518.517777777696,Tuna,http://www.bbcgoodfood.com/recipes/1508659/tuna-melt-pizza-baguettes
Mediterranean Tuna Sandwiches,5.0,4.0,631.5395393250116,Tuna,https://www.menshealth.com/recipes/mediterranean-tuna-sandwiches
Chicken Quinoa,29.0,2.0,2921.41274580784,Quinoa,https://food52.com/recipes/14954-chicken-quinoa
Plum Quinoa Cakes,60.0,6.0,3117.6924796098556,Quinoa,http://www.seriouseats.com/recipes/2013/06/plum-quinoa-cakes-recipe.html
Quinoa cakes,210.0,6.0,903.5691302223514,Quinoa,http://honestcooking.com/super-versatile-quinoa-cakes-recipe/
Basic Quinoa,30.0,4.0,625.6,Quinoa,http://www.cookstr.com/recipes/basic-quinoa
Quinoa with Walnuts and Shallots,55.0,4.0,973.5312499975745,Quinoa,http://www.bonappetit.com/recipe/quinoa-walnuts-shallots
Quinoa,10.0,3.0,669.85,Quinoa,http://foodandstyle.com/how-to-cook-quinoa/
Snazzy Quinoa,206.0,4.0,625.95,Quinoa,http://www.pbs.org/food/recipes/snazzy-quinoa/
Quinoa-and-Spinach Pilaf,115.0,4.0,810.2648071394062,Quinoa,http://www.marthastewart.com/925566/quinoa-and-spinach-pilaf
Cucumber Mint Quinoa Salad,30.0,4.0,1099.16176737642,Quinoa,http://www.simplyrecipes.com/recipes/cucumber_mint_quinoa_salad/
Quinoa tabbouleh,20.0,4.0,1419.0725000000004,Quinoa,http://www.bbcgoodfood.com/recipes/786662/quinoa-tabbouleh
Quinoa Tabbouleh,12.0,4.0,959.4023750001611,Quinoa,https://www.tastingtable.com/entry_detail/chefs_recipes/13418/A_fresh_take_on_tabbouleh.htm
Quinoa Pudding with Mango,50.0,6.0,2122.850469524295,Quinoa,http://chezus.com/2011/05/03/quinoa-pudding-with-mango/
Quinoa & kale muffins,40.0,8.0,2297.424432,Quinoa,http://www.jamieoliver.com/recipes/vegetables-recipes/quinoa-kale-muffins/
Quinoa Pecan Muffins,83.0,8.0,2160.853,Quinoa,http://www.nytimes.com/2010/09/24/health/nutrition/24recipehealth.html
Perfectly Cooked Quinoa,233.0,4.0,625.6,Quinoa,http://goop.com/recipes/perfectly-cooked-quinoa/
Quinoa Breakfast Bowl,30.0,4.0,1685.2547387922873,Quinoa,https://www.realsimple.com/food-recipes/browse-all-recipes/quinoa-breakfast-bowl
Quinoa Pudding,150.0,8.0,1715.9650000000001,Quinoa,http://www.delish.com/cooking/recipe-ideas/recipes/a22431/quinoa-pudding-recipe-mslo0114/
Quinoa Flatbread,90.0,6.0,1099.3820999999998,Quinoa,http://www.closetcooking.com/2012/01/quinoa-flatbread.html
Fried Egg Over Spinach Quinoa,15.0,1.0,292.45,Quinoa,http://www.self.com/food/recipes/2012/04/fried-egg-over-spinach-quinoa/
Sweet Quinoa,451.0,2.0,1190.6760000000002,Quinoa,https://food52.com/recipes/1389-sweet-quinoa
Basic Boiled Quinoa,30.0,4.0,625.6,Quinoa,http://www.cookstr.com/recipes/basic-boiled-quinoa
Quinoa Cornbread,40.0,16.0,5853.96,Quinoa,http://www.wholefoodsmarket.com/recipe/quinoa-cornbread
Quinoa Tabbouleh,15.0,2.0,769.4949999998865,Quinoa,http://thestonesoup.com/blog/2010/08/quinoa-tabbouleh-the-minimalist-guide-to-cooking-with-herbs-5-ingredients-10-minutes/
Breakfast Quinoa,35.0,2.0,1019.0352499982533,Quinoa,http://www.marthastewart.com/314453/breakfast-quinoa
Quinoa-Veggie Pilaf,25.0,4.0,837.154400048256,Quinoa,http://www.goodhousekeeping.com/food-recipes/a13236/quinoa-veggie-pilaf-recipe-122263/
Quinoa Spinach Bake,80.0,8.0,1191.0237451,Quinoa,http://honestcooking.com/quinoa-spinach-bake-gluten-free/
Quickie Quinoa Salad,40.0,4.0,1341.5899999999924,Quinoa,https://www.foodnetwork.com/recipes/claire-robinson/quickie-quinoa-salad-recipe-1922998
Cardamom & peach quinoa porridge,23.0,2.0,550.9332755404388,Quinoa,http://www.bbcgoodfood.com/recipes/cardamom-peach-quinoa-porridge
Breakfast Quinoa,22.0,4.0,808.4864999994178,Quinoa,http://www.myrecipes.com/recipe/breakfast-quinoa
Quinoa Pilaf with Pistachios,35.0,6.0,1237.32173926928,Quinoa,https://www.menshealth.com/recipes/quinoa-pilaf-with-pistachios-0
Cheesy Broccoli Quinoa,20.0,4.0,1155.6055239039201,Quinoa,http://www.closetcooking.com/2012/11/cheesy-broccoli-quinoa.html
Zucchini With Quinoa Stuffing,55.0,4.0,2110.334715175,Quinoa,https://www.realsimple.com/food-recipes/browse-all-recipes/zucchini-quinoa-stuffing
Zesty Tofu and Quinoa,5.0,2.0,308.5616657079602,Quinoa,https://www.menshealth.com/recipes/zesty-tofu-and-quinoa
Quinoa Salad,57.0,2.0,973.92,Quinoa,https://food52.com/recipes/11274-quinoa-salad
Hot Quinoa Drink,30.0,4.0,1000.9069999982332,Quinoa,http://www.wholefoodsmarket.com/recipe/hot-quinoa-drink
Sweet Breakfast Quinoa,25.0,4.0,1273.9810000000002,Quinoa,http://www.myrecipes.com/recipe/sweet-breakfast-quinoa
Warm sprouted quinoa salad,217.0,2.0,868.662,Quinoa,http://thestonesoup.com/blog/2012/08/5-things-you-should-know-about-sprouting-at-home-step-by-step-guide/
Nubbly Quinoa,30.0,6.0,1029.06242,Quinoa,http://www.cookstr.com/recipes/nubbly-quinoa
Quinoa Muffins,60.0,12.0,3073.1600000083695,Quinoa,http://www.delish.com/cooking/recipe-ideas/recipes/a20808/quinoa-muffins-recipe-mslo0713/
Coconut Quinoa Pudding,90.0,6.0,965.5010000000001,Quinoa,https://www.foodnetwork.com/recipes/coconut-quinoa-pudding-3416383
Quinoa Cakes,53.0,12.0,906.3359999999999,Quinoa,http://www.marthastewart.com/329047/quinoa-cakes
Quinoa Tabbouleh,50.0,2.0,1242.3199218750365,Quinoa,http://honestcooking.com/quinoa-tabouleh-recipe/
Stuffed butternut squash with quinoa,70.0,2.0,1643.9566270002108,Quinoa,http://www.bbcgoodfood.com/recipes/1940678/stuffed-butternut-squash-with-quinoa
Cheesy Zucchini Quinoa,20.0,4.0,1128.1249562212402,Quinoa,http://www.closetcooking.com/2012/09/cheesy-zucchini-quinoa.html
Quinoa and Oat Porridge,45.0,4.0,902.1119999988356,Quinoa,https://www.realsimple.com/food-recipes/browse-all-recipes/quinoa-oat-porridge
Quinoa-Veggie Pilaf,25.0,4.0,837.1666666666667,Quinoa,http://www.delish.com/cooking/recipe-ideas/recipes/a18484/quinoa-veggie-pilaf-recipe-122263/
Mexican Green Quinoa,20.0,4.0,832.3724999962872,Quinoa,https://www.foodnetwork.com/recipes/food-network-kitchen/mexican-green-quinoa-3363234
Savory Quinoa Breakfast Muffins,70.0,12.0,2215.0939999999996,Quinoa,http://honestcooking.com/savory-quinoa-breakfast-muffins-recipe/
Quinoa Salad,85.0,8.0,1779.3602499998822,Quinoa,http://www.marthastewart.com/318128/quinoa-salad
Spicy vegetable & quinoa one-pot,20.0,4.0,1939.689542607789,Quinoa,http://www.bbcgoodfood.com/recipes/2577/spicy-vegetable-and-quinoa-laksa
Sweet Escape Protein Shake,10.0,1.0,787.0988455343751,Whey protein supplements,https://recipes.sparkpeople.com/recipe-detail.asp?recipe=998508
Boiled Lentils,50.0,12.0,1678.4431424000002,Lentils,http://www.marthastewart.com/344190/boiled-lentils
Cotechino with Beluga Lentils,377.0,8.0,1627.5391155,Lentils,http://www.zencancook.com/2011/12/cotechino-with-beluga-lentils/
Curried Lentils,25.0,1.0,178.76000000000002,Lentils,http://www.delish.com/cooking/recipe-ideas/recipes/a21796/curried-lentils-recipe-del0813/
Apple flavored lentils and rice,40.0,1.0,675.9058333333983,Lentils,http://honestcooking.com/apple-flavored-lentils-and-rice/
Lentils with bacon and mint,266.0,4.0,1093.6023309999998,Lentils,https://food52.com/recipes/2433-lentils-with-bacon-and-mint
Stewed Lentils & Tomatoes,75.0,4.0,1313.6090963499998,Lentils,https://smittenkitchen.com/2006/10/queens-and-contessas/
Cook the Book: Lentils with Roasted Beets,60.0,6.0,1327.1976863999998,Lentils,http://www.seriouseats.com/recipes/2011/08/lentils-with-roasted-beets-recipe.html
Lentils and Chickpeas with Greens,30.0,2.0,1371.6947432930972,Lentils,http://www.bonappetit.com/recipe/lentil-and-chickpeas-with-greens
BBQ Lentils,65.0,2.0,702.2570104157701,Lentils,http://www.biggirlssmallkitchen.com/2009/04/recipe-flash-bbq-lentils.html
Veggie tahini lentils,20.0,4.0,1682.0100000000002,Lentils,http://www.bbcgoodfood.com/recipes/veggie-tahini-lentils
"Mujadara (Rice, Lentils and Caramelized Onion Pilaf)",80.0,4.0,3509.3550809843,Lentils,http://herbivoracious.com/2007/10/recipe-mujadara.html
Parisian Lentils,25.0,4.0,947.0939999963823,Lentils,http://thestonesoup.com/blog/2012/12/a-lesson-from-my-new-favourite-cookbook/
Rice with Lentils,60.0,4.0,1911.644,Lentils,http://www.cookstr.com/recipes/rice-with-lentils
Refried lentils with eggs & salsa,125.0,4.0,4935.7073,Lentils,http://www.jamieoliver.com/recipes/eggs-recipes/refried-lentils-with-eggs-salsa/
Arctic Char with Basil Oil and Lentils,35.0,4.0,1949.5085873338123,Lentils,https://www.tastingtable.com/entry_detail/chefs_recipes/10253/A_soothing_seafood_and_lentil_dish.htm
Bulgur & Lentils,30.0,4.0,1770.7920000001695,Lentils,http://www.eatingwell.com/recipe/250340/bulgur-lentils/
Kale and Lentils With Tahini Sauce,30.0,4.0,1021.0361860118514,Lentils,https://www.realsimple.com/food-recipes/browse-all-recipes/kale-lentils-tahini
Sunday Supper: Seared Scallops with Lentils,60.0,4.0,1913.6877089403379,Lentils,http://www.seriouseats.com/recipes/2011/08/seared-scallops-with-lentils-recipe.html
Crockpot Sweet Potato Lentils,60.0,7.0,2550.63371780784,Lentils,http://pinchofyum.com/crockpot-sweet-potato-lentils
Rosemary Lentils,25.0,4.0,822.190889875869,Lentils,http://www.marthastewart.com/346412/rosemary-lentils
Salmon with Lentils,40.0,4.0,1794.3413795998424,Lentils,http://www.goodhousekeeping.com/food-recipes/a13257/salmon-lentils-122266/
Cilantro Lentils,60.0,6.0,1332.5919062505639,Lentils,https://www.foodnetwork.com/recipes/food-network-kitchen/cilantro-lentils-recipe-2111945
Coconut Lentils,122.0,4.0,1280.8415,Lentils,https://food52.com/recipes/11840-coconut-lentils
Buttery Lentils with Shallots,35.0,4.0,615.3377500009739,Lentils,http://www.myrecipes.com/recipe/buttery-lentils-with-shallots
Braised Lentils,70.0,8.0,2267.894346021144,Lentils,http://www.williams-sonoma.com/recipe/braised-lentils.html
Versatile lentils,91.0,2.0,959.7830000000001,Lentils,http://thestonesoup.com/blog/2011/08/the-weekend-cook-14-quick-ideas-to-save-you-time-during-the-week/
